facility_id,facility_type,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
school_2349,school,0.8345,0.6292,0.1163,0.8243,0.7763
school_2350,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2351,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2352,school,0.6963,0.9915,0.8972,0.3485,0.7953
school_2353,school,0.4572,0.6679,0.5683,0.5783,0.5684
school_2354,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2355,school,0.3838,0.531,0.7077,0.7156,0.5736
school_2356,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2357,school,0.6359,0.6124,0.7896,0.8385,0.7726
school_2358,school,0.8422,0.4552,0.7061,0.8572,0.8329
school_2359,school,0.6359,0.6124,0.7896,0.8385,0.7726
school_2360,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2361,school,0.9304,0.9367,0.8833,0.9643,0.9799
school_2362,school,0.6359,0.6124,0.7896,0.8385,0.7726
school_2363,school,0.6414,0.8771,0.5998,0.5813,0.7195
school_2364,school,0.9197,0.9854,0.5537,0.8034,0.9394
school_2365,school,0.3525,0.6651,0.0736,0.387,0.3744
school_2366,school,0.3525,0.6651,0.0736,0.387,0.3744
school_2367,school,0.5055,0.5982,0.1512,0.854,0.6282
school_2368,school,0.5055,0.5982,0.1512,0.854,0.6282
school_2369,school,0.3525,0.6651,0.0736,0.387,0.3744
school_2370,school,0.3525,0.6651,0.0736,0.387,0.3744
school_2371,school,0.6706,0.8813,0.4449,0.5199,0.6913
school_2372,school,0.6706,0.8813,0.4449,0.5199,0.6913
school_2373,school,0.602,0.7548,0.437,0.5142,0.6152
school_2374,school,0.9055,0.9753,0.6372,0.7868,0.9306
school_2375,school,0.6617,0.7757,0.4518,0.7576,0.7383
school_2376,school,0.6617,0.7757,0.4518,0.7576,0.7383
school_2377,school,0.6706,0.8813,0.4449,0.5199,0.6913
school_2378,school,0.8164,0.2412,0.6967,0.7548,0.7308
school_2379,school,0.8164,0.2412,0.6967,0.7548,0.7308
school_2380,school,0.8243,0.7669,0.689,0.927,0.8972
school_2381,school,0.929,0.7308,0.6837,0.8493,0.9081
school_2382,school,0.7436,0.6408,0.6543,0.7426,0.77
school_2383,school,0.8511,0.9394,0.5098,0.3692,0.7684
school_2384,school,0.8243,0.7669,0.689,0.927,0.8972
school_2385,school,0.8389,0.9426,0.7224,0.9085,0.9323
school_2386,school,0.8511,0.9394,0.5098,0.3692,0.7684
school_2387,school,0.8389,0.9426,0.7224,0.9085,0.9323
school_2388,school,0.8499,0.9566,0.7077,0.8716,0.929
school_2389,school,0.9546,0.8736,0.7634,0.8773,0.954
school_2390,school,0.9546,0.8736,0.7634,0.8773,0.954
school_2391,school,0.7176,0.7136,0.6953,0.5868,0.7258
school_2392,school,0.9093,0.7657,0.8295,0.6525,0.8653
school_2393,school,0.9093,0.7657,0.8295,0.6525,0.8653
school_2394,school,0.9093,0.7657,0.8295,0.6525,0.8653
school_2395,school,0.7176,0.7136,0.6953,0.5868,0.7258
school_2396,school,0.8499,0.9566,0.7077,0.8716,0.929
school_2397,school,0.8499,0.9566,0.7077,0.8716,0.929
school_2398,school,0.8176,0.7061,0.6022,0.7051,0.8
school_2399,school,0.8499,0.9566,0.7077,0.8716,0.929
school_2400,school,0.8176,0.7061,0.6022,0.7051,0.8
school_2401,school,0.9093,0.7657,0.8295,0.6525,0.8653
school_2402,school,0.8499,0.9566,0.7077,0.8716,0.929
school_2403,school,0.9093,0.7657,0.8295,0.6525,0.8653
school_2404,school,0.3162,0.4132,0.2695,0.1803,0.2345
school_2405,school,0.5813,0.858,0.3313,0.7379,0.7041
school_2406,school,0.4036,0.7501,0.7638,0.3895,0.5225
school_2407,school,0.4631,0.0211,0.4866,0.8933,0.4619
school_2408,school,0.7598,0.4919,0.6915,0.8146,0.7813
school_2409,school,0.2554,0.5901,0.4449,0.4805,0.3953
school_2410,school,0.4909,0.1085,0.7754,0.6574,0.4992
school_2411,school,0.2643,0.7953,0.6124,0.7959,0.6016
school_2412,school,0.2874,0.3529,0.3203,0.1852,0.2166
school_2413,school,0.6229,0.157,0.7488,0.9091,0.6939
school_2414,school,0.8828,0.9775,0.9215,0.8462,0.958
school_2415,school,0.9635,0.6335,0.8295,0.8919,0.9377
school_2416,school,0.4964,0.7016,0.6622,0.7043,0.6596
school_2417,school,0.4631,0.0211,0.4866,0.8933,0.4619
school_2418,school,0.901,0.8475,0.7638,0.9913,0.9718
school_2419,school,0.3751,0.4607,0.6768,0.7116,0.5446
school_2420,school,0.283,0.4286,0.524,0.1325,0.2308
school_2421,school,0.9844,0.1434,0.8541,0.9639,0.9195
school_2422,school,0.1168,0.2592,0.3742,0.9002,0.4065
school_2423,school,0.1114,0.4759,0.4707,0.0312,0.0899
school_2424,school,0.8961,0.9185,0.65,0.6609,0.8785
school_2425,school,0.3751,0.4607,0.6768,0.7116,0.5446
school_2426,school,0.8665,0.9199,0.938,0.9635,0.9659
school_2427,school,0.5134,0.64,0.814,0.8669,0.7402
school_2428,school,0.4032,0.4318,0.4224,0.6694,0.4994
school_2429,school,0.4036,0.7501,0.7638,0.3895,0.5225
school_2430,school,0.2994,0.1124,0.7892,0.3162,0.2696
school_2431,school,0.1193,0.213,0.5669,0.1684,0.1308
school_2432,school,0.4909,0.1085,0.7754,0.6574,0.4992
school_2433,school,0.3751,0.4607,0.6768,0.7116,0.5446
school_2434,school,0.0909,0.0412,0.7268,0.3773,0.1331
school_2435,school,0.1767,0.3799,0.3868,0.2051,0.1858
school_2436,school,0.3751,0.4607,0.6768,0.7116,0.5446
school_2437,school,0.1584,0.7073,0.4736,0.3921,0.3428
school_2438,school,0.5359,0.1414,0.5293,0.7116,0.5158
school_2439,school,0.9028,0.7998,0.8402,0.6562,0.8722
school_2440,school,0.8294,0.8598,0.8254,0.4984,0.8067
school_2441,school,0.6221,0.5355,0.6978,0.5462,0.6245
school_2442,school,0.7552,0.5759,0.6935,0.1964,0.57
school_2443,school,0.8651,0.8191,0.8541,0.0404,0.6114
school_2444,school,0.0673,0.075,0.3787,0.1755,0.0637
school_2445,school,0.6229,0.157,0.7488,0.9091,0.6939
school_2446,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2447,school,0.6515,0.9183,0.4892,0.2586,0.6124
school_2448,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2449,school,0.4221,0.7032,0.1921,0.3882,0.4298
school_2450,school,0.6465,0.775,0.4856,0.7209,0.7247
school_2451,school,0.6602,0.9941,0.3596,0.9538,0.9114
school_2452,school,0.4221,0.7032,0.1921,0.3882,0.4298
school_2453,school,0.546,0.5156,0.1703,0.4917,0.4856
school_2454,school,0.4221,0.7032,0.1921,0.3882,0.4298
school_2455,school,0.6085,0.5321,0.4766,0.1067,0.3982
school_2456,school,0.8008,0.4661,0.4596,0.7901,0.7515
school_2457,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2458,school,0.8008,0.4661,0.4596,0.7901,0.7515
school_2459,school,0.1759,0.2389,0.0726,0.4043,0.1805
school_2460,school,0.6558,0.4389,0.0984,0.5686,0.5365
school_2461,school,0.2493,0.3256,0.3156,0.5418,0.3252
school_2462,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2463,school,0.229,0.2813,0.0022,0.0759,0.0907
school_2464,school,0.6515,0.9183,0.4892,0.2586,0.6124
school_2465,school,0.2493,0.3256,0.3156,0.5418,0.3252
school_2466,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2467,school,0.7375,0.6008,0.3423,0.4919,0.6266
school_2468,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2469,school,0.9343,0.4501,0.4132,0.0724,0.541
school_2470,school,0.3162,0.4132,0.2695,0.1803,0.2345
school_2471,school,0.2493,0.3256,0.3156,0.5418,0.3252
school_2472,school,0.6515,0.9183,0.4892,0.2586,0.6124
school_2473,school,0.6675,0.67,0.2872,0.8998,0.7606
school_2474,school,0.6321,0.9434,0.5187,0.1071,0.5379
school_2475,school,0.4761,0.8241,0.4909,0.4128,0.545
school_2476,school,0.4761,0.8241,0.4909,0.4128,0.545
school_2477,school,0.4221,0.7032,0.1921,0.3882,0.4298
school_2478,school,0.9446,0.7578,0.7697,0.8189,0.9181
school_2479,school,0.6665,0.6426,0.3256,0.3552,0.5483
school_2480,school,0.8807,0.8712,0.6902,0.7499,0.8832
school_2481,school,0.8807,0.8712,0.6902,0.7499,0.8832
school_2482,school,0.5353,0.1882,0.1785,0.7909,0.5122
school_2483,school,0.8454,0.9617,0.3406,0.9809,0.9462
school_2484,school,0.8949,0.6797,0.5514,0.9475,0.9107
school_2485,school,0.8949,0.6797,0.5514,0.9475,0.9107
school_2486,school,0.9702,0.9955,0.8213,0.8203,0.9858
school_2487,school,0.6951,0.7949,0.1957,0.5475,0.6552
school_2488,school,0.9446,0.7578,0.7697,0.8189,0.9181
school_2489,school,0.9702,0.9955,0.8213,0.8203,0.9858
school_2490,school,0.858,0.5308,0.5372,0.9491,0.8757
school_2491,school,0.8807,0.8712,0.6902,0.7499,0.8832
school_2492,school,0.6682,0.998,0.5864,0.8185,0.8986
school_2493,school,0.9702,0.9955,0.8213,0.8203,0.9858
school_2494,school,0.9083,0.9828,0.6827,0.6373,0.9112
school_2495,school,0.2357,0.7722,0.464,0.6961,0.511
school_2496,school,0.8454,0.9617,0.3406,0.9809,0.9462
school_2497,school,0.8174,0.8365,0.2396,0.7284,0.7937
school_2498,school,0.5728,0.4464,0.6953,0.527,0.5724
school_2499,school,0.4396,0.4815,0.5805,0.3675,0.4373
school_2500,school,0.7564,0.5365,0.7234,0.6945,0.7464
school_2501,school,0.9043,0.4154,0.6124,0.897,0.8615
school_2502,school,0.4909,0.1085,0.7754,0.6574,0.4992
school_2503,school,0.9972,0.9479,0.815,0.9994,0.9998
school_2504,school,0.984,0.9872,0.8134,0.8361,0.9842
school_2505,school,0.742,0.9621,0.9272,0.583,0.844
school_2506,school,0.901,0.8475,0.7638,0.9913,0.9718
school_2507,school,0.713,0.5079,0.8563,0.9174,0.8306
school_2508,school,0.4036,0.7501,0.7638,0.3895,0.5225
school_2509,school,0.8483,0.8978,0.8972,0.5862,0.8556
school_2510,school,0.8787,1.0,0.8415,0.9933,0.998
school_2511,school,0.7598,0.4919,0.6915,0.8146,0.7813
school_2512,school,0.901,0.8475,0.7638,0.9913,0.9718
school_2513,school,0.9844,0.1434,0.8541,0.9639,0.9195
school_2514,school,0.2643,0.7953,0.6124,0.7959,0.6016
school_2515,school,0.8298,0.0998,0.6768,0.7103,0.6771
school_2516,school,0.328,0.2229,0.3988,0.4148,0.3026
school_2517,school,0.6671,0.458,0.5654,0.4957,0.5947
school_2518,school,0.7852,0.6641,0.4008,0.8635,0.8128
school_2519,school,0.5181,0.6107,0.7439,0.2225,0.4801
school_2520,school,0.6986,0.9353,0.7543,0.9562,0.9124
school_2521,school,0.0,0.0,0.5333,0.0,0.0
school_2522,school,0.9635,0.6335,0.8295,0.8919,0.9377
school_2523,school,0.2673,0.6862,0.572,0.2057,0.3323
school_2524,school,0.103,0.5037,0.5215,0.1347,0.1558
school_2525,school,0.5282,0.7349,0.6762,0.6957,0.6801
school_2526,school,0.2323,0.7146,0.3988,0.1095,0.2369
school_2527,school,0.0905,0.2097,0.45,0.0325,0.0497
school_2528,school,0.3921,0.2189,0.45,0.5428,0.3974
school_2529,school,0.4207,0.7367,0.524,0.3351,0.4708
school_2530,school,0.8294,0.8598,0.8254,0.4984,0.8067
school_2531,school,0.0536,0.0828,0.7014,0.0469,0.0375
school_2532,school,0.743,0.6892,0.7809,0.7274,0.7929
school_2533,school,0.1406,0.4639,0.59,0.3,0.2499
school_2534,school,0.0,0.0,0.5333,0.0,0.0
school_2535,school,0.8742,0.9345,0.8756,0.7079,0.9037
school_2536,school,0.1168,0.2592,0.3742,0.9002,0.4065
school_2537,school,0.7552,0.5759,0.6935,0.1964,0.57
school_2538,school,0.2732,0.4941,0.5445,0.8566,0.5485
school_2539,school,0.8665,0.9199,0.938,0.9635,0.9659
school_2540,school,0.9899,0.9744,0.8864,0.9041,0.9895
school_2541,school,0.8759,0.8976,0.9364,0.5767,0.8706
school_2542,school,0.2673,0.6862,0.572,0.2057,0.3323
school_2543,school,0.5667,0.9288,0.6112,0.7832,0.7761
school_2544,school,0.2535,0.1631,0.6154,0.7775,0.4235
school_2545,school,0.8483,0.8978,0.8972,0.5862,0.8556
school_2546,school,0.9947,0.37,0.7789,0.4751,0.8268
school_2547,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2548,school,0.0673,0.075,0.3787,0.1755,0.0637
school_2549,school,0.8759,0.8976,0.9364,0.5767,0.8706
school_2550,school,0.743,0.6892,0.7809,0.7274,0.7929
school_2551,school,0.0215,0.0933,0.1833,0.072,0.0154
school_2552,school,0.7848,0.2016,0.7969,0.9886,0.8527
school_2553,school,0.8631,0.7347,0.8797,0.4838,0.8002
school_2554,school,0.3921,0.2189,0.45,0.5428,0.3974
school_2555,school,0.5073,0.0611,0.3274,0.4572,0.3278
school_2556,school,0.2696,0.2225,0.7248,0.3858,0.3136
school_2557,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2558,school,0.3024,0.8148,0.6608,0.031,0.2645
school_2559,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2560,school,0.712,0.5978,0.8238,0.4093,0.658
school_2561,school,0.1708,0.1994,0.563,0.4767,0.2598
school_2562,school,0.9972,0.9479,0.815,0.9994,0.9998
school_2563,school,0.9105,0.9168,0.7624,0.8692,0.9414
school_2564,school,0.5813,0.858,0.3313,0.7379,0.7041
school_2565,school,0.9602,0.7673,0.8738,0.3266,0.825
school_2566,school,0.3331,0.5043,0.3742,0.7404,0.5034
school_2567,school,0.742,0.9621,0.9272,0.583,0.844
school_2568,school,0.2789,0.388,0.6512,0.5099,0.4034
school_2569,school,0.3225,0.2436,0.6482,0.1211,0.2193
school_2570,school,0.7598,0.4919,0.6915,0.8146,0.7813
school_2571,school,0.3225,0.2436,0.6482,0.1211,0.2193
school_2572,school,0.588,0.8239,0.3909,0.498,0.616
school_2573,school,0.5813,0.858,0.3313,0.7379,0.7041
school_2574,school,0.7481,0.6142,0.6453,0.9546,0.857
school_2575,school,0.6229,0.157,0.7488,0.9091,0.6939
school_2576,school,0.9972,0.9479,0.815,0.9994,0.9998
school_2577,school,0.0107,0.2262,0.437,0.5515,0.1489
school_2578,school,0.4959,0.5718,0.7817,0.6795,0.6355
school_2579,school,0.1767,0.3799,0.3868,0.2051,0.1858
school_2580,school,0.8233,0.7424,0.6752,0.9679,0.9132
school_2581,school,0.7552,0.5759,0.6935,0.1964,0.57
school_2582,school,0.9817,0.8523,0.8972,0.3959,0.8809
school_2583,school,0.2832,0.8424,0.3697,0.5387,0.4854
school_2584,school,0.5221,0.6931,0.6215,0.9168,0.7548
school_2585,school,0.7963,0.3264,0.464,0.1631,0.4874
school_2586,school,0.7769,0.4653,0.6648,0.8369,0.7923
school_2587,school,0.9406,0.3085,0.8963,0.6992,0.8318
school_2588,school,0.8219,0.7517,0.6512,0.9377,0.8959
school_2589,school,0.5181,0.6107,0.7439,0.2225,0.4801
school_2590,school,0.7848,0.2016,0.7969,0.9886,0.8527
school_2591,school,0.7963,0.3264,0.464,0.1631,0.4874
school_2592,school,0.2134,0.3258,0.3406,0.5708,0.3215
school_2593,school,0.2416,0.4016,0.4132,0.1477,0.1984
school_2594,school,0.7564,0.5365,0.7234,0.6945,0.7464
school_2595,school,0.9389,0.7026,0.7911,0.6694,0.8724
school_2596,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2597,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2598,school,0.901,0.8475,0.7638,0.9913,0.9718
school_2599,school,0.9156,0.7207,0.5228,0.6893,0.8404
school_2600,school,0.103,0.5037,0.5215,0.1347,0.1558
school_2601,school,0.588,0.8239,0.3909,0.498,0.616
school_2602,school,0.5073,0.0611,0.3274,0.4572,0.3278
school_2603,school,0.1278,0.0077,0.3801,0.4473,0.0785
school_2604,school,0.4631,0.0211,0.4866,0.8933,0.4619
school_2605,school,0.8964,0.5783,0.8238,0.912,0.9047
school_2606,school,0.9899,0.9744,0.8864,0.9041,0.9895
school_2607,school,0.2643,0.7953,0.6124,0.7959,0.6016
school_2608,school,0.103,0.5037,0.5215,0.1347,0.1558
school_2609,school,0.1584,0.7073,0.4736,0.3921,0.3428
school_2610,school,0.6201,0.4351,0.7213,0.9,0.7487
school_2611,school,0.4402,0.726,0.6124,0.17,0.4195
school_2612,school,0.8562,0.9943,0.8705,0.6793,0.9312
school_2613,school,0.0866,0.8043,0.3608,0.0353,0.1176
school_2614,school,0.2535,0.1631,0.6154,0.7775,0.4235
school_2615,school,0.9817,0.8523,0.8972,0.3959,0.8809
school_2616,school,0.1949,0.0191,0.4766,0.0915,0.0493
school_2617,school,0.7834,0.6343,0.6783,0.9325,0.8651
school_2618,school,0.9635,0.6335,0.8295,0.8919,0.9377
school_2619,school,0.1404,0.5822,0.603,0.0663,0.1621
school_2620,school,0.8933,0.968,0.8317,0.6237,0.9059
school_2621,school,0.1501,0.2789,0.161,0.0391,0.0619
school_2622,school,0.8631,0.7347,0.8797,0.4838,0.8002
school_2623,school,0.5239,0.7773,0.3868,0.7067,0.6529
school_2624,school,0.8223,0.8318,0.7616,0.3726,0.746
school_2625,school,0.8964,0.5783,0.8238,0.912,0.9047
school_2626,school,0.2696,0.2225,0.7248,0.3858,0.3136
school_2627,school,0.7339,0.0872,0.5488,0.856,0.6643
school_2628,school,0.0807,0.2473,0.2911,0.1643,0.0919
school_2629,school,0.8775,0.9189,0.6874,0.9986,0.9832
school_2630,school,0.8744,0.9126,0.823,0.9722,0.9651
school_2631,school,0.0187,0.1503,0.7295,0.0513,0.0387
school_2632,school,0.0187,0.1503,0.7295,0.0513,0.0387
school_2633,school,0.829,0.9651,0.6801,0.9006,0.9325
school_2634,school,0.8536,0.7637,0.5663,0.9675,0.9168
school_2635,school,0.2673,0.6862,0.572,0.2057,0.3323
school_2636,school,0.2505,0.817,0.4939,0.4819,0.4574
school_2637,school,0.7785,0.43,0.6372,0.8584,0.7933
school_2638,school,0.8933,0.968,0.8317,0.6237,0.9059
school_2639,school,0.1071,0.373,0.5303,0.0367,0.0828
school_2640,school,0.5359,0.1414,0.5293,0.7116,0.5158
school_2641,school,0.7418,0.3454,0.6179,0.8091,0.7294
school_2642,school,0.658,0.6972,0.6319,0.6298,0.703
school_2643,school,0.4961,0.8728,0.6089,0.1181,0.4588
school_2644,school,0.1095,0.7643,0.4573,0.4769,0.3548
school_2645,school,0.5667,0.9288,0.6112,0.7832,0.7761
school_2646,school,0.2554,0.5901,0.4449,0.4805,0.3953
school_2647,school,0.8503,0.8201,0.827,0.799,0.8852
school_2648,school,0.9817,0.8523,0.8972,0.3959,0.8809
school_2649,school,0.831,0.9396,0.7748,0.3607,0.7911
school_2650,school,0.1278,0.0077,0.3801,0.4473,0.0785
school_2651,school,0.8036,0.6959,0.7728,0.7986,0.84
school_2652,school,0.9773,0.9022,0.8738,0.7708,0.9566
school_2653,school,0.1903,0.1122,0.2752,0.2471,0.128
school_2654,school,0.7844,0.6304,0.7866,0.412,0.6976
school_2655,school,0.1187,0.0854,0.5333,0.003,0.0164
school_2656,school,0.2134,0.3258,0.3406,0.5708,0.3215
school_2657,school,0.9846,0.7755,0.8722,0.9032,0.9684
school_2658,school,0.4909,0.1085,0.7754,0.6574,0.4992
school_2659,school,0.344,0.6501,0.4835,0.6097,0.5087
school_2660,school,0.0576,0.2655,0.2285,0.1381,0.0702
school_2661,school,0.2791,0.0509,0.5764,0.0089,0.0467
school_2662,school,0.6116,0.3765,0.7069,0.389,0.5252
school_2663,school,0.9237,0.7207,0.6319,0.6312,0.8432
school_2664,school,0.0905,0.2097,0.45,0.0325,0.0497
school_2665,school,0.8483,0.8978,0.8972,0.5862,0.8556
school_2666,school,0.4402,0.726,0.6124,0.17,0.4195
school_2667,school,0.8828,0.9775,0.9215,0.8462,0.958
school_2668,school,0.7552,0.5759,0.6935,0.1964,0.57
school_2669,school,0.7596,0.945,0.8008,0.5716,0.8241
school_2670,school,0.8651,0.8191,0.8541,0.0404,0.6114
school_2671,school,0.7418,0.3454,0.6179,0.8091,0.7294
school_2672,school,0.742,0.9621,0.9272,0.583,0.844
school_2673,school,0.9105,0.9168,0.7624,0.8692,0.9414
school_2674,school,0.9773,0.9022,0.8738,0.7708,0.9566
school_2675,school,0.1653,0.089,0.6167,0.1162,0.1008
school_2676,school,0.8631,0.7347,0.8797,0.4838,0.8002
school_2677,school,0.1406,0.4639,0.59,0.3,0.2499
school_2678,school,0.5282,0.7349,0.6762,0.6957,0.6801
school_2679,school,0.743,0.6892,0.7809,0.7274,0.7929
school_2680,school,0.4327,0.7294,0.6622,0.2819,0.475
school_2681,school,0.5229,0.4882,0.6783,0.8629,0.6931
school_2682,school,0.7493,0.7933,0.6768,0.7617,0.8142
school_2683,school,0.9602,0.7673,0.8738,0.3266,0.825
school_2684,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2685,school,0.6803,0.6481,0.2695,0.817,0.7213
school_2686,school,0.1846,0.044,0.3679,0.5935,0.2049
school_2687,school,0.8562,0.9943,0.8705,0.6793,0.9312
school_2688,school,0.0517,0.2331,0.4293,0.1105,0.0688
school_2689,school,0.758,0.0438,0.6313,0.3631,0.4562
school_2690,school,0.3897,0.3639,0.411,0.457,0.3988
school_2691,school,0.8036,0.6959,0.7728,0.7986,0.84
school_2692,school,0.9919,0.9343,0.8986,0.8611,0.9817
school_2693,school,0.1576,0.186,0.3423,0.0961,0.0911
school_2694,school,0.7785,0.43,0.6372,0.8584,0.7933
school_2695,school,0.8759,0.8976,0.9364,0.5767,0.8706
school_2696,school,0.1767,0.3799,0.3868,0.2051,0.1858
school_2697,school,0.2416,0.4016,0.4132,0.1477,0.1984
school_2698,school,0.5667,0.9288,0.6112,0.7832,0.7761
school_2699,school,0.4327,0.7294,0.6622,0.2819,0.475
school_2700,school,0.2696,0.2225,0.7248,0.3858,0.3136
school_2701,school,0.6221,0.5355,0.6978,0.5462,0.6245
school_2702,school,0.9846,0.7755,0.8722,0.9032,0.9684
school_2703,school,0.0673,0.075,0.3787,0.1755,0.0637
school_2704,school,0.1846,0.044,0.3679,0.5935,0.2049
school_2705,school,0.1114,0.4759,0.4707,0.0312,0.0899
school_2706,school,0.2643,0.7953,0.6124,0.7959,0.6016
school_2707,school,0.2673,0.6862,0.572,0.2057,0.3323
school_2708,school,0.5813,0.858,0.3313,0.7379,0.7041
school_2709,school,0.2673,0.6862,0.572,0.2057,0.3323
school_2710,school,0.8495,0.4805,0.814,0.5718,0.7535
school_2711,school,0.7552,0.5759,0.6935,0.1964,0.57
school_2712,school,0.9846,0.7755,0.8722,0.9032,0.9684
school_2713,school,0.2134,0.3258,0.3406,0.5708,0.3215
school_2714,school,0.7564,0.5365,0.7234,0.6945,0.7464
school_2715,school,0.6201,0.4351,0.7213,0.9,0.7487
school_2716,school,0.0923,0.1649,0.5819,0.3635,0.1686
school_2717,school,0.8759,0.8976,0.9364,0.5767,0.8706
school_2718,school,0.1846,0.044,0.3679,0.5935,0.2049
school_2719,school,0.8562,0.9943,0.8705,0.6793,0.9312
school_2720,school,0.0107,0.2262,0.437,0.5515,0.1489
school_2721,school,0.8665,0.9199,0.938,0.9635,0.9659
school_2722,school,0.6,0.2203,0.7309,0.3592,0.4748
school_2723,school,0.743,0.6892,0.7809,0.7274,0.7929
school_2724,school,0.7862,0.8582,0.6648,0.2876,0.6913
school_2725,school,0.0943,0.2495,0.3844,0.6233,0.2535
school_2726,school,0.1193,0.213,0.5669,0.1684,0.1308
school_2727,school,0.8665,0.9199,0.938,0.9635,0.9659
school_2728,school,0.4655,0.1199,0.6234,0.6442,0.4621
school_2729,school,0.9105,0.9168,0.7624,0.8692,0.9414
school_2730,school,0.8036,0.6959,0.7728,0.7986,0.84
school_2731,school,0.5201,0.7832,0.7535,0.914,0.7947
school_2732,school,0.5359,0.1414,0.5293,0.7116,0.5158
school_2733,school,0.6462,0.8396,0.728,0.5266,0.7099
school_2734,school,0.7564,0.5365,0.7234,0.6945,0.7464
school_2735,school,0.901,0.8475,0.7638,0.9913,0.9718
school_2736,school,0.2789,0.388,0.6512,0.5099,0.4034
school_2737,school,0.1091,0.4947,0.3156,0.1105,0.1199
school_2738,school,0.631,0.5665,0.5333,0.6765,0.6627
school_2739,school,0.6805,0.7274,0.6319,0.6566,0.7268
school_2740,school,0.5181,0.6107,0.7439,0.2225,0.4801
school_2741,school,0.9028,0.7998,0.8402,0.6562,0.8722
school_2742,school,0.7493,0.7933,0.6768,0.7617,0.8142
school_2743,school,0.3921,0.2189,0.45,0.5428,0.3974
school_2744,school,0.1653,0.089,0.6167,0.1162,0.1008
school_2745,school,0.3243,0.0446,0.6728,0.2675,0.2055
school_2746,school,0.1708,0.1994,0.563,0.4767,0.2598
school_2747,school,0.6,0.2203,0.7309,0.3592,0.4748
school_2748,school,0.9389,0.7026,0.7911,0.6694,0.8724
school_2749,school,0.074,0.5951,0.3569,0.1221,0.1314
school_2750,school,0.1318,0.3394,0.3709,0.3385,0.2016
