facility_id,facility_type,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
school_1908,school,0.4371,0.7945,0.0478,0.8371,0.6185
school_1909,school,0.4022,0.4722,0.1732,0.3452,0.3483
school_1910,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_1911,school,0.0071,0.0765,0.2673,0.4241,0.0649
school_1912,school,0.1359,0.2481,0.251,0.0533,0.068
school_1913,school,0.7254,0.798,0.4961,0.8594,0.8213
school_1914,school,0.656,0.3886,0.2955,0.6162,0.5771
school_1915,school,0.7101,0.1174,0.0874,0.3617,0.4008
school_1916,school,0.4022,0.4722,0.1732,0.3452,0.3483
school_1917,school,0.7254,0.798,0.4961,0.8594,0.8213
school_1918,school,0.5394,0.5874,0.0217,0.1404,0.3217
school_1919,school,0.1724,0.4069,0.2673,0.1698,0.1604
school_1920,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_1921,school,0.1055,0.245,0.2378,0.0852,0.0684
school_1922,school,0.556,0.7065,0.2652,0.4848,0.5438
school_1923,school,0.1006,0.3467,0.6079,0.3783,0.2302
school_1924,school,0.1006,0.3467,0.6079,0.3783,0.2302
school_1925,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_1926,school,0.1359,0.2481,0.251,0.0533,0.068
school_1927,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_1928,school,0.6203,0.5116,0.1163,0.5189,0.5183
school_1929,school,0.357,0.7036,0.5923,0.1329,0.3497
school_1930,school,0.1978,0.6815,0.337,0.3249,0.3037
school_1931,school,0.3625,0.3483,0.2197,0.4099,0.3292
school_1932,school,0.512,0.2077,0.524,0.2353,0.3469
school_1933,school,0.0858,0.2069,0.2317,0.3369,0.1258
school_1934,school,0.1414,0.3663,0.3813,0.1931,0.1629
school_1935,school,0.1199,0.4276,0.2722,0.0049,0.0389
school_1936,school,0.656,0.3886,0.2955,0.6162,0.5771
school_1937,school,0.4811,0.0649,0.3124,0.4314,0.3045
school_1938,school,0.7101,0.1174,0.0874,0.3617,0.4008
school_1939,school,0.556,0.7065,0.2652,0.4848,0.5438
school_1940,school,0.0022,0.2428,0.464,0.0637,0.0229
school_1941,school,0.1359,0.2481,0.251,0.0533,0.068
school_1942,school,0.7254,0.798,0.4961,0.8594,0.8213
school_1943,school,0.1006,0.3467,0.6079,0.3783,0.2302
school_1944,school,0.1359,0.2481,0.251,0.0533,0.068
school_1945,school,0.087,0.173,0.2573,0.4448,0.1517
school_1946,school,0.6984,0.8089,0.5398,0.7353,0.7694
school_1947,school,0.1724,0.4069,0.2673,0.1698,0.1604
school_1948,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_1949,school,0.7101,0.1174,0.0874,0.3617,0.4008
school_1950,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_1951,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_1952,school,0.0296,0.6864,0.1258,0.6751,0.2773
school_1953,school,0.2233,0.9389,0.3144,0.0256,0.2148
school_1954,school,0.9923,0.9393,0.9904,0.8781,0.9878
school_1955,school,0.0811,0.558,0.5514,0.0288,0.0931
school_1956,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1957,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_1958,school,0.0937,0.0982,0.0498,0.2485,0.0706
school_1959,school,0.36,0.9032,0.437,0.7406,0.6377
school_1960,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_1961,school,0.0499,0.1771,0.1039,0.111,0.0373
school_1962,school,0.2519,0.3793,0.626,0.0911,0.1919
school_1963,school,0.0633,0.3024,0.0411,0.7444,0.2412
school_1964,school,0.3179,0.1791,0.1921,0.2101,0.1803
school_1965,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_1966,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_1967,school,0.2868,0.6316,0.0217,0.7357,0.4509
school_1968,school,0.9558,0.8931,0.961,1.0,0.9976
school_1969,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1970,school,0.912,0.602,0.5098,0.9848,0.9252
school_1971,school,0.1394,0.8229,0.2026,0.7469,0.4531
school_1972,school,0.515,0.8574,0.4766,0.5568,0.6278
school_1973,school,0.06,0.1643,0.3203,0.6304,0.1957
school_1974,school,0.0296,0.6864,0.1258,0.6751,0.2773
school_1975,school,0.4069,0.1497,0.065,0.8832,0.4686
school_1976,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1977,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1978,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_1979,school,0.3647,0.113,0.1543,0.0116,0.0629
school_1980,school,0.06,0.1643,0.3203,0.6304,0.1957
school_1981,school,0.5148,0.644,0.6533,0.3665,0.5241
school_1982,school,0.7901,0.717,0.7504,0.5613,0.7586
school_1983,school,0.0043,0.232,0.1236,0.1527,0.0284
school_1984,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_1985,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1986,school,0.6059,0.3915,0.6035,0.2327,0.4489
school_1987,school,0.0937,0.0982,0.0498,0.2485,0.0706
school_1988,school,0.8592,0.7868,0.8833,0.828,0.8992
school_1989,school,0.5866,0.3824,0.563,0.2331,0.431
school_1990,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_1991,school,0.1077,0.1929,0.1329,0.3888,0.1394
school_1992,school,0.4479,0.5517,0.6411,0.5051,0.5185
school_1993,school,0.527,0.3957,0.251,0.4144,0.4284
school_1994,school,0.9414,0.3641,0.7846,0.4112,0.7391
school_1995,school,0.4008,0.4434,0.4423,0.2314,0.3329
school_1996,school,0.2105,0.2578,0.3124,0.3055,0.2
school_1997,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_1998,school,0.9558,0.8931,0.961,1.0,0.9976
school_1999,school,0.0931,0.1675,0.0205,0.2412,0.0815
school_2000,school,0.2519,0.3793,0.626,0.0911,0.1919
school_2001,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_2002,school,0.8592,0.7868,0.8833,0.828,0.8992
school_2003,school,0.3819,0.2465,0.3835,0.1988,0.2503
school_2004,school,0.0499,0.1771,0.1039,0.111,0.0373
school_2005,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_2006,school,0.0811,0.558,0.5514,0.0288,0.0931
school_2007,school,0.9351,0.3323,0.8486,0.5156,0.7706
school_2008,school,0.6059,0.3915,0.6035,0.2327,0.4489
school_2009,school,0.7901,0.717,0.7504,0.5613,0.7586
school_2010,school,0.8771,0.4671,0.9728,0.9921,0.9418
school_2011,school,0.6059,0.3915,0.6035,0.2327,0.4489
school_2012,school,0.0633,0.3024,0.0411,0.7444,0.2412
school_2013,school,0.6454,0.7418,0.4039,0.2811,0.5426
school_2014,school,0.3262,0.3327,0.0484,0.7787,0.4231
school_2015,school,0.0811,0.558,0.5514,0.0288,0.0931
school_2016,school,0.3179,0.1791,0.1921,0.2101,0.1803
school_2017,school,0.3647,0.113,0.1543,0.0116,0.0629
school_2018,school,0.4604,0.6448,0.3238,0.2479,0.4065
school_2019,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2020,school,0.2649,0.6947,0.2026,0.729,0.4842
school_2021,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2022,school,0.5874,0.5022,0.0874,0.4517,0.4728
school_2023,school,0.8179,0.8868,0.5045,0.9412,0.9065
school_2024,school,0.8057,0.5302,0.6069,0.9606,0.8647
school_2025,school,0.2649,0.6947,0.2026,0.729,0.4842
school_2026,school,0.5844,0.6785,0.3106,0.8874,0.7227
school_2027,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2028,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2029,school,0.8655,0.4264,0.6512,0.8292,0.8243
school_2030,school,0.4996,0.583,0.3106,0.312,0.4264
school_2031,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2032,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2033,school,0.7166,0.9049,0.4939,0.9237,0.8686
school_2034,school,0.4996,0.583,0.3106,0.312,0.4264
school_2035,school,0.8655,0.4264,0.6512,0.8292,0.8243
school_2036,school,0.4493,0.2667,0.1943,0.3063,0.3032
school_2037,school,0.4493,0.2667,0.1943,0.3063,0.3032
school_2038,school,0.5753,0.4548,0.5333,0.7162,0.6233
school_2039,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2040,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2041,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2042,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2043,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2044,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2045,school,0.7055,0.9235,0.3329,0.8688,0.8343
school_2046,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2047,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2048,school,0.2899,0.7746,0.0965,0.2998,0.332
school_2049,school,0.9467,0.957,0.6581,0.9517,0.9777
school_2050,school,0.8034,0.8349,0.1341,0.7203,0.7663
school_2051,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2052,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2053,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2054,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2055,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2056,school,0.5404,0.642,0.4203,0.8294,0.6836
school_2057,school,0.7659,0.9014,0.735,0.985,0.9383
school_2058,school,0.4247,0.3081,0.3951,0.354,0.3596
school_2059,school,0.56,0.7473,0.5484,0.7856,0.7124
school_2060,school,0.9607,0.8866,0.7234,0.9327,0.9698
school_2061,school,0.9533,0.9069,0.7474,0.2726,0.8245
school_2062,school,0.6572,0.0712,0.3484,0.4205,0.4087
school_2063,school,0.1822,0.2432,0.4461,0.0773,0.1083
school_2064,school,0.7659,0.9014,0.735,0.985,0.9383
school_2065,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2066,school,0.2495,0.1972,0.2872,0.5187,0.2728
school_2067,school,0.6909,0.1982,0.5707,0.741,0.6357
school_2068,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2069,school,0.8022,0.797,0.6817,0.8235,0.8568
school_2070,school,0.5286,0.0797,0.4919,0.7467,0.4931
school_2071,school,0.2176,0.4217,0.1732,0.3456,0.2408
school_2072,school,0.4247,0.3081,0.3951,0.354,0.3596
school_2073,school,0.9223,0.2899,0.6293,0.8515,0.8367
school_2074,school,0.9045,0.9594,0.8104,0.9832,0.9826
school_2075,school,0.0284,0.0996,0.0402,0.0197,0.0043
school_2076,school,0.6878,0.7535,0.7474,0.5789,0.7252
school_2077,school,0.8824,0.8158,0.6648,0.728,0.8647
school_2078,school,0.7061,0.9314,0.6728,0.7302,0.8258
school_2079,school,0.083,0.0834,0.0884,0.1856,0.0542
school_2080,school,0.1045,0.0905,0.1067,0.3049,0.0876
school_2081,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_2082,school,0.5852,0.6639,0.5476,0.6355,0.6513
school_2083,school,0.0852,0.0878,0.3189,0.4738,0.1375
school_2084,school,0.7586,0.4858,0.5264,0.4686,0.6337
school_2085,school,0.9223,0.2899,0.6293,0.8515,0.8367
school_2086,school,0.3953,0.6675,0.5392,0.7897,0.6146
school_2087,school,0.8821,0.8176,0.8311,0.9112,0.9302
school_2088,school,0.6878,0.7535,0.7474,0.5789,0.7252
school_2089,school,0.8442,0.0819,0.6764,0.6964,0.6714
school_2090,school,0.6446,0.1262,0.9264,0.3815,0.5045
school_2091,school,0.8016,0.7929,0.7077,0.9876,0.93
school_2092,school,0.7047,0.6168,0.7295,0.488,0.6742
school_2093,school,0.9045,0.9594,0.8104,0.9832,0.9826
school_2094,school,0.8132,0.8424,0.9043,0.3491,0.7536
school_2095,school,0.5507,0.6848,0.4089,0.1892,0.4416
school_2096,school,0.8229,0.7359,0.9953,0.4061,0.7625
school_2097,school,0.8789,0.6882,0.5843,0.5623,0.7832
school_2098,school,0.3252,0.5809,0.4254,0.2692,0.3452
school_2099,school,0.7696,0.9108,0.6719,0.3329,0.7229
school_2100,school,0.9337,0.502,0.6207,0.8793,0.8844
school_2101,school,0.8022,0.797,0.6817,0.8235,0.8568
school_2102,school,0.4422,0.8026,0.3801,0.4221,0.5108
school_2103,school,0.9254,0.7824,0.9293,0.9107,0.9493
school_2104,school,0.9592,0.8367,0.9364,0.701,0.9235
school_2105,school,0.8903,0.9024,0.9494,0.5268,0.8663
school_2106,school,0.3517,0.1931,0.3679,0.2028,0.2221
school_2107,school,0.3282,0.3221,0.5407,0.1884,0.2619
school_2108,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_2109,school,0.6878,0.7535,0.7474,0.5789,0.7252
school_2110,school,0.8302,0.9128,0.6776,0.6848,0.8536
school_2111,school,0.5361,0.7426,0.3896,0.6748,0.6361
school_2112,school,0.2389,0.4221,0.5333,0.1584,0.226
school_2113,school,0.7047,0.6168,0.7295,0.488,0.6742
school_2114,school,0.6365,0.6809,0.7096,0.8913,0.8034
school_2115,school,0.4698,0.528,0.3941,0.5939,0.5205
school_2116,school,0.8229,0.7359,0.9953,0.4061,0.7625
school_2117,school,0.4412,0.1734,0.5848,0.2773,0.3205
school_2118,school,0.7542,0.5012,0.6187,0.7907,0.7574
school_2119,school,0.8361,0.8531,0.9104,0.8016,0.8933
school_2120,school,0.1122,0.1349,0.4856,0.0949,0.0763
school_2121,school,0.4101,0.0394,0.2695,0.3564,0.2126
school_2122,school,0.8203,0.5243,0.747,0.7651,0.8041
school_2123,school,0.5347,0.0408,0.6437,0.5548,0.4095
school_2124,school,0.9465,0.9422,0.9506,0.8053,0.9596
school_2125,school,0.5759,0.0911,0.5392,0.7819,0.5406
school_2126,school,0.0763,0.6625,0.3543,0.1333,0.1495
school_2127,school,0.9813,0.8992,0.7557,0.829,0.9613
school_2128,school,0.2095,0.0852,0.2547,0.5988,0.2367
school_2129,school,0.3375,0.0746,0.5805,0.6767,0.3803
school_2130,school,0.931,0.9819,0.9248,0.8262,0.9688
school_2131,school,0.7047,0.6168,0.7295,0.488,0.6742
school_2132,school,0.7357,0.3487,0.3801,0.8937,0.7355
school_2133,school,0.9254,0.7824,0.9293,0.9107,0.9493
school_2134,school,0.7886,0.9531,0.8705,0.4647,0.8199
school_2135,school,0.931,0.9819,0.9248,0.8262,0.9688
school_2136,school,0.3375,0.0746,0.5805,0.6767,0.3803
school_2137,school,0.9791,0.8398,0.7762,0.3318,0.8489
school_2138,school,0.3876,0.6793,0.364,0.7075,0.5529
school_2139,school,0.8022,0.797,0.6817,0.8235,0.8568
school_2140,school,0.8237,0.3783,0.814,0.5949,0.7282
school_2141,school,0.6876,0.1355,0.7077,0.5473,0.5546
school_2142,school,0.9592,0.8367,0.9364,0.701,0.9235
school_2143,school,0.2483,0.2832,0.4587,0.6018,0.3647
school_2144,school,0.6647,0.3416,0.5756,0.7789,0.6773
school_2145,school,0.5465,0.701,0.5772,0.7602,0.6893
school_2146,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2147,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2148,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2149,school,0.5037,0.3679,0.7339,0.768,0.6205
school_2150,school,0.7337,0.4846,0.6728,0.8617,0.7864
school_2151,school,0.0148,0.2736,0.0457,0.1564,0.0412
school_2152,school,0.6677,0.368,0.4305,0.4663,0.5396
school_2153,school,0.0197,0.1452,0.6543,0.5519,0.169
school_2154,school,0.9254,0.7824,0.9293,0.9107,0.9493
school_2155,school,0.9438,0.6748,0.9917,0.614,0.8791
school_2156,school,0.0527,0.0728,0.2266,0.6166,0.1394
school_2157,school,0.0961,0.0325,0.5654,0.1803,0.0669
school_2158,school,0.8302,0.9128,0.6776,0.6848,0.8536
school_2159,school,0.7617,0.5187,0.4866,0.1856,0.5235
school_2160,school,0.8921,0.8065,0.8022,0.9874,0.9633
school_2161,school,0.2199,0.1777,0.1732,0.4166,0.2037
school_2162,school,0.3252,0.5809,0.4254,0.2692,0.3452
school_2163,school,0.5688,0.9882,0.9289,0.6189,0.8144
school_2164,school,0.2176,0.4217,0.1732,0.3456,0.2408
school_2165,school,0.8203,0.5243,0.747,0.7651,0.8041
school_2166,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2167,school,0.9791,0.8398,0.7762,0.3318,0.8489
school_2168,school,0.8893,0.6728,0.8443,0.7613,0.8694
school_2169,school,0.841,0.9822,0.4707,0.0203,0.5935
school_2170,school,0.8047,0.8542,0.7069,0.9726,0.9272
school_2171,school,0.0391,0.225,0.5955,0.1152,0.0761
school_2172,school,0.4247,0.3081,0.3951,0.354,0.3596
school_2173,school,0.8014,0.7199,0.5882,0.8414,0.8398
school_2174,school,0.7696,0.9108,0.6719,0.3329,0.7229
school_2175,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_2176,school,0.7357,0.3487,0.3801,0.8937,0.7355
school_2177,school,0.7337,0.4846,0.6728,0.8617,0.7864
school_2178,school,0.8014,0.7199,0.5882,0.8414,0.8398
school_2179,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_2180,school,0.1499,0.2138,0.573,0.0988,0.1126
school_2181,school,0.7886,0.9531,0.8705,0.4647,0.8199
school_2182,school,0.3213,0.0527,0.4354,0.3335,0.2026
school_2183,school,0.7584,0.8069,0.6215,0.7446,0.8112
school_2184,school,0.5846,0.5211,0.7037,0.4921,0.5854
school_2185,school,0.0763,0.6625,0.3543,0.1333,0.1495
school_2186,school,0.8138,0.6592,0.6557,0.1483,0.5931
school_2187,school,0.8903,0.9024,0.9494,0.5268,0.8663
school_2188,school,0.8917,0.9604,0.9837,0.5602,0.9006
school_2189,school,0.7617,0.5187,0.4866,0.1856,0.5235
school_2190,school,0.5286,0.0797,0.4919,0.7467,0.4931
school_2191,school,0.7061,0.9314,0.6728,0.7302,0.8258
school_2192,school,0.425,0.6761,0.636,0.1961,0.4158
school_2193,school,0.3333,0.5706,0.6711,0.1838,0.3467
school_2194,school,0.9254,0.7824,0.9293,0.9107,0.9493
school_2195,school,0.8911,0.917,0.7608,0.5976,0.8702
school_2196,school,0.0172,0.3574,0.0683,0.5217,0.1363
school_2197,school,0.9205,0.23,0.7193,0.9501,0.8765
school_2198,school,0.7584,0.8069,0.6215,0.7446,0.8112
school_2199,school,0.7832,0.3801,0.6453,0.7793,0.7483
school_2200,school,0.3393,0.9781,0.6705,0.3649,0.5722
school_2201,school,0.4239,0.1702,0.572,0.4913,0.3968
school_2202,school,0.8047,0.8542,0.7069,0.9726,0.9272
school_2203,school,0.9775,0.6726,0.8778,0.7245,0.916
school_2204,school,0.931,0.9819,0.9248,0.8262,0.9688
school_2205,school,0.5521,0.8351,0.8693,0.7237,0.7499
school_2206,school,0.4101,0.0394,0.2695,0.3564,0.2126
school_2207,school,0.1499,0.2138,0.573,0.0988,0.1126
school_2208,school,0.9716,0.5235,0.8717,0.7836,0.9051
school_2209,school,0.8132,0.8424,0.9043,0.3491,0.7536
school_2210,school,0.0197,0.1452,0.6543,0.5519,0.169
school_2211,school,0.7477,0.8588,0.7096,0.7071,0.8152
school_2212,school,0.3375,0.0746,0.5805,0.6767,0.3803
school_2213,school,0.4416,0.2043,0.2285,0.2897,0.2767
school_2214,school,0.0181,0.1748,0.0354,0.1444,0.0286
school_2215,school,0.0961,0.0325,0.5654,0.1803,0.0669
school_2216,school,0.4698,0.528,0.3941,0.5939,0.5205
school_2217,school,0.8789,0.6882,0.5843,0.5623,0.7832
school_2218,school,0.1499,0.2138,0.573,0.0988,0.1126
school_2219,school,0.1509,0.6921,0.6207,0.3448,0.3363
school_2220,school,0.6878,0.7535,0.7474,0.5789,0.7252
school_2221,school,0.8901,0.6554,0.9293,0.6499,0.8487
school_2222,school,0.4422,0.8026,0.3801,0.4221,0.5108
school_2223,school,0.2576,0.2391,0.5398,0.0694,0.1424
school_2224,school,0.7606,0.8609,0.5654,0.742,0.8162
school_2225,school,0.8442,0.0819,0.6764,0.6964,0.6714
school_2226,school,0.7886,0.9531,0.8705,0.4647,0.8199
school_2227,school,0.971,0.3083,0.8366,0.6057,0.8274
school_2228,school,0.7606,0.8609,0.5654,0.742,0.8162
school_2229,school,0.425,0.6761,0.636,0.1961,0.4158
school_2230,school,0.0525,0.4114,0.1201,0.0868,0.0621
school_2231,school,0.2805,0.4874,0.7902,0.5852,0.4732
school_2232,school,0.6878,0.7535,0.7474,0.5789,0.7252
school_2233,school,0.6272,0.9523,0.7953,0.7864,0.8371
school_2234,school,0.9607,0.8866,0.7234,0.9327,0.9698
school_2235,school,0.8132,0.8424,0.9043,0.3491,0.7536
school_2236,school,0.9045,0.9594,0.8104,0.9832,0.9826
school_2237,school,0.3953,0.6675,0.5392,0.7897,0.6146
school_2238,school,0.7318,0.1895,0.437,0.946,0.7365
school_2239,school,0.4588,0.0882,0.7024,0.1361,0.2446
school_2240,school,0.0527,0.0728,0.2266,0.6166,0.1394
school_2241,school,0.442,0.9505,0.6063,0.8655,0.7746
school_2242,school,0.0172,0.3574,0.0683,0.5217,0.1363
school_2243,school,0.6446,0.1262,0.9264,0.3815,0.5045
school_2244,school,0.9592,0.8367,0.9364,0.701,0.9235
school_2245,school,0.8901,0.6554,0.9293,0.6499,0.8487
school_2246,school,0.4067,0.6272,0.5177,0.8868,0.6631
school_2247,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_2248,school,0.0901,0.3819,0.5059,0.6428,0.3091
school_2249,school,0.4278,0.84,0.6402,0.643,0.6387
school_2250,school,0.7032,0.8888,0.6388,0.5321,0.7381
school_2251,school,0.3252,0.5809,0.4254,0.2692,0.3452
school_2252,school,0.8917,0.9604,0.9837,0.5602,0.9006
school_2253,school,0.9402,0.9373,0.9364,0.9684,0.9848
school_2254,school,0.7047,0.6168,0.7295,0.488,0.6742
school_2255,school,0.8442,0.0819,0.6764,0.6964,0.6714
school_2256,school,0.9402,0.9373,0.9364,0.9684,0.9848
school_2257,school,0.9402,0.9373,0.9364,0.9684,0.9848
school_2258,school,0.3122,0.4935,0.5372,0.1913,0.2955
school_2259,school,0.8901,0.6554,0.9293,0.6499,0.8487
school_2260,school,0.3345,0.3617,0.251,0.6456,0.4148
school_2261,school,0.1059,0.0972,0.3742,0.1801,0.083
school_2262,school,0.3966,0.0623,0.3012,0.1625,0.1613
school_2263,school,0.5544,0.8179,0.5415,0.8819,0.7714
school_2264,school,0.6404,0.803,0.4008,0.5333,0.6566
school_2265,school,0.8432,0.812,0.6154,0.7732,0.8544
school_2266,school,0.3633,0.6373,0.4016,0.3856,0.4199
school_2267,school,0.9677,0.8359,0.7697,0.9759,0.9797
school_2268,school,0.5544,0.8179,0.5415,0.8819,0.7714
school_2269,school,0.1059,0.0972,0.3742,0.1801,0.083
school_2270,school,0.4755,0.3464,0.5514,0.4872,0.4655
school_2271,school,0.3032,0.5862,0.2207,0.159,0.2475
school_2272,school,0.5998,0.6396,0.6907,0.9531,0.8138
school_2273,school,0.9757,0.2661,0.8333,0.5517,0.8079
school_2274,school,0.9241,0.3434,0.437,0.5712,0.7276
school_2275,school,0.9256,0.9769,0.7683,0.5556,0.9053
school_2276,school,0.9828,0.8473,0.6228,0.5055,0.8793
school_2277,school,0.9505,0.7083,0.626,0.7282,0.8813
school_2278,school,0.928,0.8651,0.7319,0.6126,0.8769
school_2279,school,0.3032,0.5862,0.2207,0.159,0.2475
school_2280,school,0.5083,0.5223,0.4841,0.5848,0.5479
school_2281,school,0.626,0.5418,0.4795,0.8915,0.7363
school_2282,school,0.4209,0.0018,0.2634,0.743,0.2077
school_2283,school,0.9848,0.474,0.7915,0.969,0.9592
school_2284,school,0.1408,0.14,0.2266,0.128,0.0803
school_2285,school,0.8432,0.812,0.6154,0.7732,0.8544
school_2286,school,0.6994,0.644,0.5791,0.8491,0.787
school_2287,school,0.0108,0.2643,0.0335,0.2292,0.0521
school_2288,school,0.8432,0.812,0.6154,0.7732,0.8544
school_2289,school,0.6114,0.3103,0.4354,0.7994,0.6262
school_2290,school,0.8284,0.9509,0.4866,0.4359,0.7821
school_2291,school,0.5024,0.574,0.197,0.4146,0.4495
school_2292,school,0.6114,0.3103,0.4354,0.7994,0.6262
school_2293,school,0.928,0.8651,0.7319,0.6126,0.8769
school_2294,school,0.9828,0.8473,0.6228,0.5055,0.8793
school_2295,school,0.3548,0.8055,0.3,0.7039,0.5604
school_2296,school,0.4746,0.8469,0.5848,0.7223,0.6824
school_2297,school,0.1059,0.0972,0.3742,0.1801,0.083
school_2298,school,0.7838,0.8286,0.7193,0.5404,0.773
school_2299,school,0.1408,0.14,0.2266,0.128,0.0803
school_2300,school,0.5872,0.386,0.3439,0.8813,0.6665
school_2301,school,0.4746,0.8469,0.5848,0.7223,0.6824
school_2302,school,0.9848,0.474,0.7915,0.969,0.9592
school_2303,school,0.3785,0.3225,0.5587,0.9448,0.6254
school_2304,school,0.9757,0.2661,0.8333,0.5517,0.8079
school_2305,school,0.6994,0.644,0.5791,0.8491,0.787
school_2306,school,0.5024,0.574,0.197,0.4146,0.4495
school_2307,school,0.8152,0.4179,0.6608,0.9637,0.8596
school_2308,school,0.5629,0.8112,0.5506,0.8183,0.7412
school_2309,school,0.928,0.8651,0.7319,0.6126,0.8769
school_2310,school,0.899,0.9337,0.5089,0.315,0.7773
school_2311,school,0.6404,0.803,0.4008,0.5333,0.6566
school_2312,school,0.3298,0.5085,0.462,0.1653,0.2793
school_2313,school,0.9757,0.2661,0.8333,0.5517,0.8079
school_2314,school,0.411,0.3487,0.4264,0.37,0.3736
school_2315,school,0.5083,0.5223,0.4841,0.5848,0.5479
school_2316,school,0.5872,0.386,0.3439,0.8813,0.6665
school_2317,school,0.3633,0.6373,0.4016,0.3856,0.4199
school_2318,school,0.9828,0.8473,0.6228,0.5055,0.8793
school_2319,school,0.9848,0.474,0.7915,0.969,0.9592
school_2320,school,0.8432,0.812,0.6154,0.7732,0.8544
school_2321,school,0.5083,0.5223,0.4841,0.5848,0.5479
school_2322,school,0.416,0.2576,0.2026,0.375,0.3114
school_2323,school,0.899,0.9337,0.5089,0.315,0.7773
school_2324,school,0.8432,0.812,0.6154,0.7732,0.8544
school_2325,school,0.2114,0.2868,0.3626,0.2345,0.1897
school_2326,school,0.2294,0.3684,0.2134,0.2525,0.2057
school_2327,school,0.2114,0.2868,0.3626,0.2345,0.1897
school_2328,school,0.5024,0.574,0.197,0.4146,0.4495
school_2329,school,0.8152,0.4179,0.6608,0.9637,0.8596
school_2330,school,0.0387,0.3929,0.0713,0.0931,0.0531
school_2331,school,0.4227,0.831,0.5045,0.2154,0.4452
school_2332,school,0.5396,0.8554,0.4039,0.2288,0.5047
school_2333,school,0.3379,0.3925,0.3852,0.1659,0.2491
school_2334,school,0.4227,0.831,0.5045,0.2154,0.4452
school_2335,school,0.5396,0.8554,0.4039,0.2288,0.5047
school_2336,school,0.4838,0.8694,0.4089,0.1452,0.4347
school_2337,school,0.5008,0.7219,0.4193,0.5544,0.5692
school_2338,school,0.5008,0.7219,0.4193,0.5544,0.5692
school_2339,school,0.3087,0.2653,0.3213,0.8217,0.4606
school_2340,school,0.5836,0.3886,0.2634,0.5809,0.5178
school_2341,school,0.5008,0.7219,0.4193,0.5544,0.5692
school_2342,school,0.2353,0.5911,0.1341,0.3645,0.2832
school_2343,school,0.4529,0.3454,0.4461,0.0558,0.2278
school_2344,school,0.5751,0.8846,0.498,0.0783,0.4558
school_2345,school,0.8345,0.6292,0.1163,0.8243,0.7763
school_2346,school,0.8345,0.6292,0.1163,0.8243,0.7763
school_2347,school,0.3789,0.3702,0.2711,0.6302,0.4333
school_2348,school,0.8345,0.6292,0.1163,0.8243,0.7763
